source,target,edge_type,weight,relation_strength,relative_queriability
field:cf_7f3b6795a0e812,field:cf_7ab0248b87b82e,cartesian,0.09349028464006147,,0.09349028464006147
field:cf_7f3b6795a0e812,group:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data,cartesian,0.07859664974910806,,0.07859664974910806
field:cf_e7551706658b4a,field:cf_7f3b6795a0e812,sibling_context,0.74375,0.5,0.74375
field:cf_e7551706658b4a,field:cf_7ab0248b87b82e,sibling_context,0.39375,0.5,0.39375
field:cf_19e1b0f55ef007,field:cf_eee397355aecbe,sibling_context,0.28920454545454544,0.5,0.28920454545454544
field:cf_19e1b0f55ef007,field:cf_4122372d727029,sibling_context,0.1846590909090909,0.5,0.1846590909090909
field:cf_4122372d727029,field:cf_19e1b0f55ef007,sibling_context,0.1846590909090909,0.5,0.1846590909090909
field:cf_7ab0248b87b82e,field:cf_e7551706658b4a,sibling_context,0.39375,0.5,0.39375
field:cf_7ab0248b87b82e,field:cf_eee397355aecbe,sibling_context,0.39375,0.5,0.39375
field:cf_eee397355aecbe,field:cf_7ab0248b87b82e,sibling_context,0.39375,0.5,0.39375
field:cf_eee397355aecbe,field:cf_19e1b0f55ef007,sibling_context,0.28920454545454544,0.5,0.28920454545454544
