comparison,metric,aqf_value,baseline_value,absolute_delta,relative_delta_percent
aqf_full_vs_random_topk_5,field_efficiency,0.020622895622895623,0.015993265993265993,0.004629629629629629,28.947368421052627
aqf_full_vs_random_topk_5,operator_efficiency,0.003877809433364989,0.003046336379669713,0.0008314730536952762,27.294197031039147
aqf_full_vs_random_topk_5,redundancy_ratio,0.20454545454545456,0.22727272727272727,-0.022727272727272707,-9.999999999999991
aqf_full_vs_random_topk_6,strict_coverage,0.9074074074074074,0.6851851851851852,0.2222222222222222,32.43243243243243
aqf_full_vs_random_topk_6,partial_coverage,0.9074074074074074,0.8133156966490299,0.09409171075837752,11.568903827388064
aqf_full_vs_random_topk_6,field_count,44.0,44.0,0.0,0.0
aqf_full_vs_random_topk_6,operator_count,234.0,236.0,-2.0,-0.847457627118644
aqf_full_vs_random_topk_6,weighted_operator_burden,214.5,218.5,-4.0,-1.8306636155606408
aqf_full_vs_random_topk_6,final_complexity,50.0,50.0,0.0,0.0
aqf_full_vs_random_topk_6,field_efficiency,0.020622895622895623,0.015572390572390573,0.00505050505050505,32.43243243243243
aqf_full_vs_random_topk_6,operator_efficiency,0.003877809433364989,0.002903327055869429,0.00097448237749556,33.56433356433355
aqf_full_vs_random_topk_6,redundancy_ratio,0.20454545454545456,0.22727272727272727,-0.022727272727272707,-9.999999999999991
aqf_full_vs_random_topk_7,strict_coverage,0.9074074074074074,0.7407407407407407,0.16666666666666674,22.50000000000001
aqf_full_vs_random_topk_7,partial_coverage,0.9074074074074074,0.8526748971193415,0.054732510288065916,6.418918918918928
aqf_full_vs_random_topk_7,field_count,44.0,44.0,0.0,0.0
aqf_full_vs_random_topk_7,operator_count,234.0,233.0,1.0,0.4291845493562232
aqf_full_vs_random_topk_7,weighted_operator_burden,214.5,215.25,-0.75,-0.34843205574912894
aqf_full_vs_random_topk_7,final_complexity,50.0,50.0,0.0,0.0
aqf_full_vs_random_topk_7,field_efficiency,0.020622895622895623,0.016835016835016835,0.003787878787878788,22.5
aqf_full_vs_random_topk_7,operator_efficiency,0.003877809433364989,0.0031791448100460975,0.0006986646233188916,21.976495726495738
aqf_full_vs_random_topk_7,redundancy_ratio,0.20454545454545456,0.25,-0.04545454545454544,-18.181818181818176
aqf_full_vs_random_topk_8,strict_coverage,0.9074074074074074,0.6851851851851852,0.2222222222222222,32.43243243243243
aqf_full_vs_random_topk_8,partial_coverage,0.9074074074074074,0.8211199294532627,0.08628747795414471,10.508510981044957
aqf_full_vs_random_topk_8,field_count,44.0,44.0,0.0,0.0
aqf_full_vs_random_topk_8,operator_count,234.0,227.0,7.0,3.0837004405286343
aqf_full_vs_random_topk_8,weighted_operator_burden,214.5,207.0,7.5,3.6231884057971016
aqf_full_vs_random_topk_8,final_complexity,50.0,50.0,0.0,0.0
aqf_full_vs_random_topk_8,field_efficiency,0.020622895622895623,0.015572390572390573,0.00505050505050505,32.43243243243243
aqf_full_vs_random_topk_8,operator_efficiency,0.003877809433364989,0.003018436939141785,0.0008593724942232042,28.47077847077848
aqf_full_vs_random_topk_8,redundancy_ratio,0.20454545454545456,0.2727272727272727,-0.06818181818181815,-24.99999999999999
aqf_full_vs_random_topk_9,strict_coverage,0.9074074074074074,0.8148148148148148,0.09259259259259267,11.363636363636374
aqf_full_vs_random_topk_9,partial_coverage,0.9074074074074074,0.8728395061728395,0.03456790123456799,3.960396039603971
aqf_full_vs_random_topk_9,field_count,44.0,44.0,0.0,0.0
aqf_full_vs_random_topk_9,operator_count,234.0,235.0,-1.0,-0.425531914893617
aqf_full_vs_random_topk_9,weighted_operator_burden,214.5,216.0,-1.5,-0.6944444444444444
aqf_full_vs_random_topk_9,final_complexity,50.0,50.0,0.0,0.0
aqf_full_vs_random_topk_9,field_efficiency,0.020622895622895623,0.018518518518518517,0.002104377104377105,11.363636363636369
aqf_full_vs_random_topk_9,operator_efficiency,0.003877809433364989,0.0034672970843183607,0.00041051234904662844,11.839549339549354
aqf_full_vs_random_topk_9,redundancy_ratio,0.20454545454545456,0.25,-0.04545454545454544,-18.181818181818176
