source,target,source_label,target_label,source_type,target_type,distance,source_base_queriability,pairwise_influence
field:cf_ba09c313b94cba,field:cf_775d9002cb4e7b,ICU - Total,reason for encounter,field,field,36.83897164418069,0.39375,4.503888885327125e-11
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission,field:cf_775d9002cb4e7b,Patient admission,reason for encounter,canonical_group,field,35.71783482016498,0.02,4.101782324327089e-12
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree,field:cf_775d9002cb4e7b,Tree,reason for encounter,canonical_subgroup,field,39.41431949125735,0.02,4.146174862910455e-13
field:cf_3db72fcc22b158,field:cf_775d9002cb4e7b,Patient class,reason for encounter,field,field,47.96125492617981,0.13541666666666666,1.5675613308385793e-14
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Facility,field:cf_775d9002cb4e7b,Tree / Assigned patient location / Facility,reason for encounter,canonical_subgroup,field,38.03390711516637,0.02,9.757555057052908e-13
field:cf_9449e602105d68,field:cf_775d9002cb4e7b,Universal ID,reason for encounter,field,field,39.03390711516637,0.7395833333333334,2.169402974451843e-11
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Address,field:cf_775d9002cb4e7b,Tree / Assigned patient location / Address,reason for encounter,canonical_subgroup,field,39.076839308133756,0.02,5.111147317332687e-13
field:cf_1d8359b2d21168,field:cf_775d9002cb4e7b,State/province,reason for encounter,field,field,40.076839308133756,0.4875,7.490401957326357e-12
field:cf_10f7d6c8e1d5c5,field:cf_775d9002cb4e7b,Admission type,reason for encounter,field,field,44.181727367124694,0.39375,4.747427337083043e-13
field:cf_2a67f6f1c22886,field:cf_775d9002cb4e7b,Hospital service,reason for encounter,field,field,42.34035597053097,0.59375,2.24209387793238e-12
field:cf_22f759c45e42f4,field:cf_775d9002cb4e7b,Admit date/time,reason for encounter,field,field,41.99501238939356,0.9583333333333334,4.4828568176197e-12
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis,field:cf_775d9002cb4e7b,Problem/Diagnosis,reason for encounter,canonical_group,field,32.10545957082029,0.02,3.851678988328921e-11
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis::structure,field:cf_775d9002cb4e7b,structure,reason for encounter,canonical_subgroup,field,33.10545957082029,0.02,2.071989287171831e-11
field:cf_2db2fd852fb674,field:cf_775d9002cb4e7b,Problem,reason for encounter,field,field,35.144648697089224,0.9583333333333334,3.134017816856198e-10
field:cf_49398dcbba5447,field:cf_775d9002cb4e7b,Secondary Diagnosis,reason for encounter,field,field,35.067748315690395,1.0815217391304348,3.709595150981925e-10
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken,field:cf_775d9002cb4e7b,Procedure undertaken,reason for encounter,canonical_group,field,33.828501184642406,0.02,1.3234253710578696e-11
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken::Procedure_list,field:cf_775d9002cb4e7b,Procedure list,reason for encounter,canonical_subgroup,field,34.828501184642406,0.02,7.119293169322484e-12
field:cf_18704e514938d4,field:cf_775d9002cb4e7b,Procedure,reason for encounter,field,field,35.828501184642406,0.6770833333333334,1.4490758081044248e-10
family:openEHR-EHR-COMPOSITION.demographic_data.v1,field:cf_775d9002cb4e7b,openEHR-EHR-COMPOSITION.demographic_data.v1,reason for encounter,composition_family,field,29.038576483010154,0.02,2.5789738197987414e-10
group:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data,field:cf_775d9002cb4e7b,Demographic data,reason for encounter,canonical_group,field,30.038576483010154,0.02,1.387344621063022e-10
subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,field:cf_775d9002cb4e7b,components,reason for encounter,canonical_subgroup,field,31.038576483010154,0.02,7.463143219277434e-11
field:cf_7f3b6795a0e812,field:cf_775d9002cb4e7b,birth date,reason for encounter,field,field,34.02328524704962,1.09375,7.168761750854614e-10
field:cf_e7551706658b4a,field:cf_775d9002cb4e7b,gender,reason for encounter,field,field,35.16243528701163,0.39375,1.273550499511922e-10
field:cf_19e1b0f55ef007,field:cf_775d9002cb4e7b,race,reason for encounter,field,field,41.821891976347054,0.1846590909090909,9.61665011843064e-13
field:cf_4122372d727029,field:cf_775d9002cb4e7b,ethnic group,reason for encounter,field,field,45.821891976347054,0.1846590909090909,8.053293003089547e-14
field:cf_7ab0248b87b82e,field:cf_775d9002cb4e7b,educational level,reason for encounter,field,field,37.030249155640334,0.39375,4.000219214357691e-11
field:cf_eee397355aecbe,field:cf_775d9002cb4e7b,nationality,reason for encounter,field,field,38.36413166200521,0.39375,1.7495209528999425e-11
schema:root,field:cf_b87e8363f020f7,EHR Schema,healthcare unit,root,field,26.815807632087402,0.02,1.0231879251282314e-09
family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field:cf_b87e8363f020f7,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,healthcare unit,composition_family,field,21.701314372792638,0.02,2.438355649284082e-08
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA,field:cf_b87e8363f020f7,HCPA,healthcare unit,canonical_group,field,8.902727141447446,0.02,6.812047272354433e-05
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_General_data,field:cf_b87e8363f020f7,components / General data,healthcare unit,canonical_subgroup,field,5.150446336319457,0.02,0.0006976321056340184
field:cf_5cd62eaa6e16a8,field:cf_b87e8363f020f7,issue date,healthcare unit,field,field,6.53781512605042,0.5096153846153846,0.008405763662505705
field:cf_775d9002cb4e7b,field:cf_b87e8363f020f7,reason for encounter,healthcare unit,field,field,2.3529411764705883,0.425,0.09387577306763845
field:cf_b87e8363f020f7,field:cf_b87e8363f020f7,healthcare unit,healthcare unit,field,field,0.0,0.425,0.425
field:cf_8b431261fa7dca,field:cf_b87e8363f020f7,State,healthcare unit,field,field,2.3529411764705883,0.425,0.09387577306763845
field:cf_16800b2d3f5ef6,field:cf_b87e8363f020f7,patient age,healthcare unit,field,field,4.53781512605042,0.49038461538461536,0.02795095424117254
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Patient_discharge,field:cf_b87e8363f020f7,Patient discharge,healthcare unit,canonical_group,field,26.8408606017281,0.02,1.007417704827419e-09
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Patient_discharge::Components,field:cf_b87e8363f020f7,Components,healthcare unit,canonical_subgroup,field,27.8408606017281,0.02,5.419347506463032e-10
field:cf_469c691048a0ce,field:cf_b87e8363f020f7,date of discharge,healthcare unit,field,field,29.804240297078312,0.4168269230769231,3.7369111051224644e-09
field:cf_49533263f29569,field:cf_b87e8363f020f7,reason for discharge,healthcare unit,field,field,29.87887292939759,0.39375,3.370402715894321e-09
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis,field:cf_b87e8363f020f7,Problem/Diagnosis,healthcare unit,canonical_group,field,31.69601867885882,0.02,4.964747832162133e-11
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure,field:cf_b87e8363f020f7,structure,healthcare unit,canonical_subgroup,field,36.33933199415756,0.02,2.7901443828645378e-12
field:cf_bd9db9ae67063d,field:cf_b87e8363f020f7,Problem,healthcare unit,field,field,40.113009247720946,0.425,6.3852840648280146e-12
field:cf_4e7e8ca2916a1e,field:cf_b87e8363f020f7,Secondary Diagnosis,healthcare unit,field,field,39.6403442703585,0.425,8.55955552247513e-12
field:cf_0a229c157b8d2a,field:cf_b87e8363f020f7,Associated causes,healthcare unit,field,field,39.906595503403246,0.425,7.257043390293426e-12
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken,field:cf_b87e8363f020f7,Procedure undertaken,healthcare unit,canonical_group,field,36.70868416427403,0.02,2.2190851118260695e-12
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken::Procedure_list,field:cf_b87e8363f020f7,Procedure list,healthcare unit,canonical_subgroup,field,37.70868416427403,0.02,1.1937444924559891e-12
field:cf_0b6364bb149692,field:cf_b87e8363f020f7,Procedure,healthcare unit,field,field,41.43605947559014,0.39375,2.60473738398295e-12
field:cf_af0c9a7d79fe64,field:cf_b87e8363f020f7,Invaded regional linphonodes,healthcare unit,field,field,42.92945717063425,0.23173076923076924,6.073107451642464e-13
field:cf_e5c01940113606,field:cf_b87e8363f020f7,irradiated area 1,healthcare unit,field,field,46.69672190997565,0.1610576923076923,4.083431882306849e-14
field:cf_fc5be63ab59287,field:cf_b87e8363f020f7,irradiated area 2,healthcare unit,field,field,41.85142214143492,0.31490384615384615,1.6101996166234935e-12
field:cf_821e1930333a5c,field:cf_b87e8363f020f7,irradiated area 3,healthcare unit,field,field,50.69672190997565,0.10336538461538461,2.194667099156219e-15
field:cf_c9b3a708f95249,field:cf_b87e8363f020f7,fields/insertions 1,healthcare unit,field,field,45.07579945105701,0.1923076923076923,1.3319694405064865e-13
field:cf_bbec72e0a270f7,field:cf_b87e8363f020f7,fields/insertions 2,healthcare unit,field,field,43.49019574755967,0.23557692307692307,4.360879553445678e-13
family:openEHR-EHR-COMPOSITION.hospitalisation.v1,field:cf_b87e8363f020f7,openEHR-EHR-COMPOSITION.hospitalisation.v1,healthcare unit,composition_family,field,29.21749098405662,0.02,2.308192117268709e-10
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge,field:cf_b87e8363f020f7,Patient discharge,healthcare unit,canonical_group,field,37.34347466386415,0.02,1.4970924934594139e-12
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,field:cf_b87e8363f020f7,Components,healthcare unit,canonical_subgroup,field,38.34347466386415,0.02,8.053525794212326e-13
field:cf_79ed78f34fef6f,field:cf_b87e8363f020f7,date of discharge,healthcare unit,field,field,40.7874937669471,0.8854166666666666,8.75639903223256e-12
field:cf_be52992cb12705,field:cf_b87e8363f020f7,hospital infection,healthcare unit,field,field,46.82680706219138,0.13541666666666666,3.1672977988003766e-14
field:cf_1285e1e2c004f2,field:cf_b87e8363f020f7,claim reason,healthcare unit,field,field,41.606479527441934,0.39375,2.343560667682375e-12
field:cf_80f721f9446bd3,field:cf_b87e8363f020f7,death indicator,healthcare unit,field,field,43.04727950313626,0.39375,9.592298469536726e-13
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission,field:cf_b87e8363f020f7,Authorization for hospital admission,healthcare unit,canonical_group,field,33.739092387998824,0.02,1.3988588644801628e-11
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission::Components,field:cf_b87e8363f020f7,Components,healthcare unit,canonical_subgroup,field,34.739092387998824,0.02,7.525083451271082e-12
field:cf_ba8421601b1980,field:cf_b87e8363f020f7,Issue date,healthcare unit,field,field,36.42696916581472,0.9270833333333334,1.3690607640106884e-10
field:cf_ba09c313b94cba,field:cf_b87e8363f020f7,ICU - Total,healthcare unit,field,field,37.19284112941607,0.39375,3.616628142674995e-11
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission,field:cf_b87e8363f020f7,Patient admission,healthcare unit,canonical_group,field,36.071704305400345,0.02,3.2937360949593773e-12
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree,field:cf_b87e8363f020f7,Tree,healthcare unit,canonical_subgroup,field,39.768188976492716,0.02,3.3293833563490835e-13
field:cf_3db72fcc22b158,field:cf_b87e8363f020f7,Patient class,healthcare unit,field,field,48.31512441141518,0.13541666666666666,1.2587536168908319e-14
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Facility,field:cf_b87e8363f020f7,Tree / Assigned patient location / Facility,healthcare unit,canonical_subgroup,field,38.387776600401736,0.02,7.83532833991652e-13
field:cf_9449e602105d68,field:cf_b87e8363f020f7,Universal ID,healthcare unit,field,field,39.387776600401736,0.7395833333333334,1.7420331739901707e-11
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Address,field:cf_b87e8363f020f7,Tree / Assigned patient location / Address,healthcare unit,canonical_subgroup,field,39.43070879336912,0.02,4.104257387309129e-13
field:cf_1d8359b2d21168,field:cf_b87e8363f020f7,State/province,healthcare unit,field,field,40.43070879336912,0.4875,6.0148016988316485e-12
field:cf_10f7d6c8e1d5c5,field:cf_b87e8363f020f7,Admission type,healthcare unit,field,field,44.53559685236006,0.39375,3.8121898096853845e-13
field:cf_2a67f6f1c22886,field:cf_b87e8363f020f7,Hospital service,healthcare unit,field,field,42.694225455766336,0.59375,1.8004040561184248e-12
field:cf_22f759c45e42f4,field:cf_b87e8363f020f7,Admit date/time,healthcare unit,field,field,42.34888187462892,0.9583333333333334,3.5997393672398356e-12
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis,field:cf_b87e8363f020f7,Problem/Diagnosis,healthcare unit,canonical_group,field,32.45932905605566,0.02,3.0929028180784405e-11
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis::structure,field:cf_b87e8363f020f7,structure,healthcare unit,canonical_subgroup,field,33.45932905605566,0.02,1.6638098670061886e-11
field:cf_2db2fd852fb674,field:cf_b87e8363f020f7,Problem,healthcare unit,field,field,35.4985181823246,0.9583333333333334,2.516620042073646e-10
field:cf_49398dcbba5447,field:cf_b87e8363f020f7,Secondary Diagnosis,healthcare unit,field,field,35.421617800925766,1.0815217391304348,2.9788093273525624e-10
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken,field:cf_b87e8363f020f7,Procedure undertaken,healthcare unit,canonical_group,field,34.18237066987778,0.02,1.0627121502244536e-11
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken::Procedure_list,field:cf_b87e8363f020f7,Procedure list,healthcare unit,canonical_subgroup,field,35.18237066987778,0.02,5.716800899775204e-12
field:cf_18704e514938d4,field:cf_b87e8363f020f7,Procedure,healthcare unit,field,field,36.18237066987778,0.6770833333333334,1.1636096009236616e-10
family:openEHR-EHR-COMPOSITION.demographic_data.v1,field:cf_b87e8363f020f7,openEHR-EHR-COMPOSITION.demographic_data.v1,healthcare unit,composition_family,field,29.392445968245525,0.02,2.070919050932302e-10
group:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data,field:cf_b87e8363f020f7,Demographic data,healthcare unit,canonical_group,field,30.392445968245525,0.02,1.1140393841578732e-10
subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,field:cf_b87e8363f020f7,components,healthcare unit,canonical_subgroup,field,31.392445968245525,0.02,5.992912899691261e-11
field:cf_7f3b6795a0e812,field:cf_b87e8363f020f7,birth date,healthcare unit,field,field,34.37715473228499,1.09375,5.756524229702429e-10
field:cf_e7551706658b4a,field:cf_b87e8363f020f7,gender,healthcare unit,field,field,35.516304772247004,0.39375,1.0226625689319399e-10
field:cf_19e1b0f55ef007,field:cf_b87e8363f020f7,race,healthcare unit,field,field,42.175761461582425,0.1846590909090909,7.722181506271598e-13
field:cf_4122372d727029,field:cf_b87e8363f020f7,ethnic group,healthcare unit,field,field,46.175761461582425,0.1846590909090909,6.466803879435857e-14
field:cf_7ab0248b87b82e,field:cf_b87e8363f020f7,educational level,healthcare unit,field,field,37.384118640875705,0.39375,3.212180796610517e-11
field:cf_eee397355aecbe,field:cf_b87e8363f020f7,nationality,healthcare unit,field,field,38.71800114724058,0.39375,1.4048674102664914e-11
schema:root,field:cf_8b431261fa7dca,EHR Schema,State,root,field,27.75156193600599,0.02,5.727852019217566e-10
family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field:cf_8b431261fa7dca,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,State,composition_family,field,22.637068676711227,0.02,1.3650024581331992e-08
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA,field:cf_8b431261fa7dca,HCPA,State,canonical_group,field,9.838481445366034,0.02,3.813414697898337e-05
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_General_data,field:cf_8b431261fa7dca,components / General data,State,canonical_subgroup,field,6.086200640238045,0.02,0.0003905375900938274
field:cf_5cd62eaa6e16a8,field:cf_8b431261fa7dca,issue date,State,field,field,8.890756302521009,0.5096153846153846,0.001954421206294952
field:cf_775d9002cb4e7b,field:cf_8b431261fa7dca,reason for encounter,State,field,field,4.705882352941177,0.425,0.021827023576586387
field:cf_b87e8363f020f7,field:cf_8b431261fa7dca,healthcare unit,State,field,field,2.3529411764705883,0.425,0.09387577306763845
field:cf_8b431261fa7dca,field:cf_8b431261fa7dca,State,State,field,field,0.0,0.425,0.425
field:cf_16800b2d3f5ef6,field:cf_8b431261fa7dca,patient age,State,field,field,6.890756302521009,0.49038461538461536,0.006498866717939963
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Patient_discharge,field:cf_8b431261fa7dca,Patient discharge,State,canonical_group,field,27.77661490564669,0.02,5.639569616762343e-10
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Patient_discharge::Components,field:cf_8b431261fa7dca,Components,State,canonical_subgroup,field,28.77661490564669,0.02,3.0337751057652303e-10
field:cf_469c691048a0ce,field:cf_8b431261fa7dca,date of discharge,State,field,field,30.7399946009969,0.4168269230769231,2.0919396421170436e-09
field:cf_49533263f29569,field:cf_8b431261fa7dca,reason for discharge,State,field,field,30.81462723331618,0.39375,1.886766597581993e-09
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis,field:cf_8b431261fa7dca,Problem/Diagnosis,State,canonical_group,field,32.631772982777406,0.02,2.7792881636862643e-11
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Problem/Diagnosis::structure,field:cf_8b431261fa7dca,structure,State,canonical_subgroup,field,37.27508629807615,0.02,1.5619353732400974e-12
field:cf_bd9db9ae67063d,field:cf_8b431261fa7dca,Problem,State,field,field,41.04876355163953,0.425,3.574510735104649e-12
field:cf_4e7e8ca2916a1e,field:cf_8b431261fa7dca,Secondary Diagnosis,State,field,field,40.57609857427708,0.425,4.791677675131847e-12
field:cf_0a229c157b8d2a,field:cf_8b431261fa7dca,Associated causes,State,field,field,40.84234980732183,0.425,4.062525525937236e-12
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken,field:cf_8b431261fa7dca,Procedure undertaken,State,canonical_group,field,37.64443846819262,0.02,1.2422538251705497e-12
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::Procedure_undertaken::Procedure_list,field:cf_8b431261fa7dca,Procedure list,State,canonical_subgroup,field,38.64443846819262,0.02,6.682635353312062e-13
field:cf_0b6364bb149692,field:cf_8b431261fa7dca,Procedure,State,field,field,42.37181377950873,0.39375,1.4581437014621217e-12
field:cf_af0c9a7d79fe64,field:cf_8b431261fa7dca,Invaded regional linphonodes,State,field,field,43.86521147455284,0.23173076923076924,3.399752863136674e-13
field:cf_e5c01940113606,field:cf_8b431261fa7dca,irradiated area 1,State,field,field,47.632476213894236,0.1610576923076923,2.285923531542603e-14
field:cf_fc5be63ab59287,field:cf_8b431261fa7dca,irradiated area 2,State,field,field,42.7871764453535,0.31490384615384615,9.013969867035311e-13
field:cf_821e1930333a5c,field:cf_8b431261fa7dca,irradiated area 3,State,field,field,51.632476213894236,0.10336538461538461,1.228584511866373e-15
field:cf_c9b3a708f95249,field:cf_8b431261fa7dca,fields/insertions 1,State,field,field,46.011553754975594,0.1923076923076923,7.456424828689291e-14
field:cf_bbec72e0a270f7,field:cf_8b431261fa7dca,fields/insertions 2,State,field,field,44.42595005147825,0.23557692307692307,2.441239985571377e-13
family:openEHR-EHR-COMPOSITION.hospitalisation.v1,field:cf_8b431261fa7dca,openEHR-EHR-COMPOSITION.hospitalisation.v1,State,composition_family,field,30.15324528797521,0.02,1.2921363275453788e-10
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge,field:cf_8b431261fa7dca,Patient discharge,State,canonical_group,field,38.27922896778274,0.02,8.380791104959809e-13
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_discharge::Components,field:cf_8b431261fa7dca,Components,State,canonical_subgroup,field,39.27922896778274,0.02,4.508399957556051e-13
field:cf_79ed78f34fef6f,field:cf_8b431261fa7dca,date of discharge,State,field,field,41.723248070865694,0.8854166666666666,4.9018715571298664e-12
field:cf_be52992cb12705,field:cf_8b431261fa7dca,hospital infection,State,field,field,47.76256136610997,0.13541666666666666,1.7730675515984476e-14
field:cf_1285e1e2c004f2,field:cf_8b431261fa7dca,claim reason,State,field,field,42.54223383136053,0.39375,1.3119358011248075e-12
field:cf_80f721f9446bd3,field:cf_8b431261fa7dca,death indicator,State,field,field,43.98303380705485,0.39375,5.3698118213023e-13
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission,field:cf_8b431261fa7dca,Authorization for hospital admission,State,canonical_group,field,34.67484669191741,0.02,7.830874832215192e-12
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Authorization_for_hospital_admission::Components,field:cf_8b431261fa7dca,Components,State,canonical_subgroup,field,35.67484669191741,0.02,4.212575557490288e-12
field:cf_ba8421601b1980,field:cf_8b431261fa7dca,Issue date,State,field,field,37.362723469733304,0.9270833333333334,7.664063725720228e-11
field:cf_ba09c313b94cba,field:cf_8b431261fa7dca,ICU - Total,State,field,field,38.12859543333465,0.39375,2.024604698807799e-11
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission,field:cf_8b431261fa7dca,Patient admission,State,canonical_group,field,37.00745860931894,0.02,1.843848278400907e-12
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree,field:cf_8b431261fa7dca,Tree,State,canonical_subgroup,field,40.70394328041131,0.02,1.8638037756381334e-13
field:cf_3db72fcc22b158,field:cf_8b431261fa7dca,Patient class,State,field,field,49.25087871533377,0.13541666666666666,7.046559355459532e-15
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Facility,field:cf_8b431261fa7dca,Tree / Assigned patient location / Facility,State,canonical_subgroup,field,39.32353090432033,0.02,4.386252041373427e-13
field:cf_9449e602105d68,field:cf_8b431261fa7dca,Universal ID,State,field,field,40.32353090432033,0.7395833333333334,9.751980049933715e-12
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Patient_admission::Tree_/_Assigned_patient_location_/_Address,field:cf_8b431261fa7dca,Tree / Assigned patient location / Address,State,canonical_subgroup,field,40.36646309728771,0.02,2.297581742898401e-13
field:cf_1d8359b2d21168,field:cf_8b431261fa7dca,State/province,State,field,field,41.36646309728771,0.4875,3.3671130405031438e-12
field:cf_10f7d6c8e1d5c5,field:cf_8b431261fa7dca,Admission type,State,field,field,45.47135115627865,0.39375,2.1340809994713818e-13
field:cf_2a67f6f1c22886,field:cf_8b431261fa7dca,Hospital service,State,field,field,43.62997975968493,0.59375,1.0078742873116885e-12
field:cf_22f759c45e42f4,field:cf_8b431261fa7dca,Admit date/time,State,field,field,43.284636178547515,0.9583333333333334,2.0151502863677365e-12
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis,field:cf_8b431261fa7dca,Problem/Diagnosis,State,canonical_group,field,33.395083359974244,0.02,1.731420906824534e-11
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Problem/Diagnosis::structure,field:cf_8b431261fa7dca,structure,State,canonical_subgroup,field,34.395083359974244,0.02,9.314082459613841e-12
field:cf_2db2fd852fb674,field:cf_8b431261fa7dca,Problem,State,field,field,36.43427248624319,0.9583333333333334,1.4088152171839295e-10
field:cf_49398dcbba5447,field:cf_8b431261fa7dca,Secondary Diagnosis,State,field,field,36.35737210484435,1.0815217391304348,1.6675508576200498e-10
group:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken,field:cf_8b431261fa7dca,Procedure undertaken,State,canonical_group,field,35.11812497379636,0.02,5.949110408772012e-12
subgroup:openEHR-EHR-COMPOSITION.hospitalisation.v1::Procedure_undertaken::Procedure_list,field:cf_8b431261fa7dca,Procedure list,State,canonical_subgroup,field,36.11812497379636,0.02,3.2002908530354923e-12
field:cf_18704e514938d4,field:cf_8b431261fa7dca,Procedure,State,field,field,37.11812497379636,0.6770833333333334,6.513938875301205e-11
family:openEHR-EHR-COMPOSITION.demographic_data.v1,field:cf_8b431261fa7dca,openEHR-EHR-COMPOSITION.demographic_data.v1,State,composition_family,field,30.328200272164114,0.02,1.1593097979564365e-10
group:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data,field:cf_8b431261fa7dca,Demographic data,State,canonical_group,field,31.328200272164114,0.02,6.236442572596703e-11
subgroup:openEHR-EHR-COMPOSITION.demographic_data.v1::Demographic_data::components,field:cf_8b431261fa7dca,components,State,canonical_subgroup,field,32.32820027216411,0.02,3.354859592307027e-11
field:cf_7f3b6795a0e812,field:cf_8b431261fa7dca,birth date,State,field,field,35.31290903620358,1.09375,3.222528151770724e-10
field:cf_e7551706658b4a,field:cf_8b431261fa7dca,gender,State,field,field,36.45205907616559,0.39375,5.724911051604662e-11
field:cf_19e1b0f55ef007,field:cf_8b431261fa7dca,race,State,field,field,43.11151576550101,0.1846590909090909,4.322911935060136e-13
field:cf_4122372d727029,field:cf_8b431261fa7dca,ethnic group,State,field,field,47.11151576550101,0.1846590909090909,3.620145893929371e-14
field:cf_7ab0248b87b82e,field:cf_8b431261fa7dca,educational level,State,field,field,38.31987294479429,0.39375,1.798193255618387e-11
field:cf_eee397355aecbe,field:cf_8b431261fa7dca,nationality,State,field,field,39.653755451159164,0.39375,7.864510941740664e-12
schema:root,field:cf_16800b2d3f5ef6,EHR Schema,patient age,root,field,26.038597418217407,0.02,1.656643392792749e-09
family:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,field:cf_16800b2d3f5ef6,openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1,patient age,composition_family,field,20.924104158922642,0.02,3.9479412104663995e-08
group:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA,field:cf_16800b2d3f5ef6,HCPA,patient age,canonical_group,field,8.125516927577449,0.02,0.00011029384561710452
subgroup:openEHR-EHR-COMPOSITION.outpatient_high_complexity_procedures.v1::HCPA::components_/_General_data,field:cf_16800b2d3f5ef6,components / General data,patient age,canonical_subgroup,field,4.37323612244946,0.02,0.0011295360216979208
field:cf_5cd62eaa6e16a8,field:cf_16800b2d3f5ef6,issue date,patient age,field,field,2.0,0.5096153846153846,0.14010091705029998
field:cf_775d9002cb4e7b,field:cf_16800b2d3f5ef6,reason for encounter,patient age,field,field,2.184873949579832,0.425,0.10418561060665424
field:cf_b87e8363f020f7,field:cf_16800b2d3f5ef6,healthcare unit,patient age,field,field,4.53781512605042,0.425,0.024224160342349536
field:cf_8b431261fa7dca,field:cf_16800b2d3f5ef6,State,patient age,field,field,6.890756302521009,0.425,0.0056323511555479685
field:cf_16800b2d3f5ef6,field:cf_16800b2d3f5ef6,patient age,patient age,field,field,0.0,0.49038461538461536,0.49038461538461536
